NCM,CO_PAIS,vl_fob_total,kg_liq_total,ISO3
40169200,301,55,119,GRC
40169200,317,7645,934,GTM
40169200,331,706,71,GNQ
40169200,334,23,15,GNB
40169200,337,1397,118,GUY
40169200,345,9594,1218,HND
40169200,351,35,348,HKG
40169200,375,4,1,IRL
40169200,383,1923,273,ISR
40169200,386,87,27,ITA
40169200,399,147,36,JPN
40169200,40,3347,529,AGO
40169200,43,22,1,ATG
40169200,434,88,37,LBR
40169200,442,9,1,LTU
40169200,467,28,18,MLT
40169200,476,276,156,MHL
40169200,493,2364,349,MEX
40169200,521,3368,536,NIC
40169200,528,346,29,NGA
40169200,551,1,5,VUT
40169200,580,2072,279,PAN
40169200,586,73964,10494,PRY
40169200,607,4,1,PRT
40169200,63,10081,1676,ARG
40169200,647,812,56,DOM
40169200,670,160,14,ROU
40169200,687,1289,153,SLV
40169200,741,23,1,SGP
40169200,767,3,1,CHE
40169200,77,8,2,BHS
40169200,770,268,45,SUR
40169200,776,4,1,THA
40169200,815,2804,375,TTO
40169200,845,16098,2881,URY
40169200,850,207,24,VEN
40169200,858,4,1,VNM
40169200,97,28035,2851,BOL
40169300,101,1116,63,BWA
40169300,105,57,3,BRA
40169300,108,2064,20,BRN
40169300,111,21019,197,BGR
40169300,127,47093,906,CPV
40169300,13,11996,75,AFG
40169300,137,23945,121,CYM
40169300,141,20569,241,KHM
40169300,145,29527,721,CMR
40169300,149,175505,3158,CAN
40169300,153,9221,93,KAZ
40169300,154,25441,929,QAT
40169300,158,1569889,22742,CHL
40169300,160,747259,7580,CHN
40169300,161,104694,974,TWN
40169300,163,6241,191,CYP
40169300,169,1329563,18266,COL
40169300,17,32693,173,ALB
40169300,177,41908,989,COG
40169300,183,50,1,COK
40169300,187,55,41,PRK
40169300,190,135906,2320,KOR
40169300,193,20473,748,CIV
40169300,195,711,9,HRV
40169300,196,977231,13082,CRI
40169300,198,15095,190,KWT
40169300,199,400536,4387,CUB
40169300,200,8606,102,CUW
40169300,229,16266,448,BEN
40169300,23,915008,10971,DEU
40169300,232,83873,2141,DNK
40169300,239,1312216,17370,ECU
40169300,240,418746,4365,EGY
40169300,244,403389,3801,ARE
40169300,245,280019,3465,ESP
40169300,246,975,45,SVN
40169300,247,35056,745,SVK
40169300,249,1525850,23560,USA
40169300,251,3048,47,EST
40169300,253,8274,369,ETH
40169300,267,19608,400,PHL
40169300,271,25373,219,FIN
40169300,275,1341621,18128,FRA
40169300,281,28389,292,GAB
40169300,289,186194,2747,GHA
40169300,291,94,1,GEO
40169300,293,594,13,GIB
40169300,297,717,16,GRD
40169300,301,15516,567,GRC
40169300,309,36497,457,GLP
40169300,31,2479,106,BFA
40169300,317,876666,10814,GTM
40169300,325,4795,212,GUF
40169300,329,3204,117,GIN
40169300,331,76466,1093,GNQ
40169300,334,1359,16,GNB
40169300,337,295483,4618,GUY
40169300,341,29436,301,HTI
40169300,345,394684,6593,HND
40169300,351,19849,807,HKG
40169300,355,117629,1384,HUN
40169300,357,12131,202,YEM
40169300,361,593909,9016,IND
40169300,365,239793,4080,IDN
40169300,369,37161,146,IRQ
40169300,37,325,2,AND
40169300,372,5793,100,IRN
40169300,375,2646,69,IRL
40169300,379,717,32,ISL
40169300,383,10708,217,ISR
40169300,386,473843,9324,ITA
40169300,391,68796,995,JAM
40169300,399,114975,2645,JPN
40169300,40,904161,13484,AGO
40169300,403,35617,383,JOR
40169300,42,7444,150,ATA
40169300,420,1890,89,LAO
40169300,427,1595,53,LVA
40169300,43,1077,25,ATG
40169300,431,9766,133,LBN
40169300,434,24307,706,LBR
40169300,438,89,1,LBY
40169300,442,2079,38,LTU
40169300,445,323,2,LUX
40169300,449,79,25,MKD
40169300,450,4800,69,MDG
40169300,455,267130,2752,MYS
40169300,458,11255,283,MWI
40169300,461,800,12,MDV
40169300,464,3824,103,MLI
40169300,467,7133,121,MLT
40169300,47,44345,221,ANT
40169300,474,12290,408,MAR
40169300,476,21057,916,MHL
40169300,477,10377,232,MTQ
40169300,485,94034,800,MUS
40169300,488,6580,171,MRT
40169300,493,1203872,25701,MEX
40169300,494,1033,44,MDA
40169300,497,90,2,MNG
40169300,498,2191,54,MNE
40169300,505,39433,1124,MOZ
40169300,507,9140,345,NAM
40169300,517,80,8,NPL
40169300,521,491034,7503,NIC
40169300,525,645,15,NER
40169300,528,118982,2153,NGA
40169300,53,324740,2618,SAU
40169300,538,105167,1643,NOR
40169300,542,3919,120,NCL
40169300,545,4004,15,PNG
40169300,548,13646,326,NZL
40169300,556,9322,199,OMN
40169300,573,213341,4218,NLD
40169300,575,25,4,PLW
40169300,576,17018,590,PAK
40169300,580,792910,11574,PAN
40169300,586,1535640,24857,PRY
40169300,589,816602,15100,PER
40169300,59,73414,2854,DZA
40169300,599,3679,96,PYF
40169300,603,272919,3901,POL
40169300,607,262619,7359,PRT
40169300,611,8328,455,PRI
40169300,623,38495,1414,KEN
40169300,625,91,3,KGZ
40169300,628,489282,8662,GBR
40169300,63,2738945,35941,ARG
40169300,64,76,2,ARM
40169300,640,9543,41,CAF
40169300,647,833798,11267,DOM
40169300,65,7073,96,ABW
40169300,660,4746,134,REU
40169300,665,99658,1234,ZWE
40169300,670,16158,357,ROU
40169300,675,319,6,RWA
40169300,676,194988,2099,RUS
40169300,687,362387,6428,SLV
40169300,69,487544,7581,AUS
40169300,705,1973,10,VCT
40169300,715,231,1,LCA
40169300,72,78898,1881,AUT
40169300,720,478,50,STP
40169300,728,18242,425,SEN
40169300,73,1659,16,AZE
40169300,731,313,3,SYC
40169300,735,3796,98,SLE
40169300,737,5257,69,SRB
40169300,741,421537,5577,SGP
40169300,744,1933,212,SYR
40169300,748,2375,41,SOM
40169300,750,15774,158,LKA
40169300,756,1042862,17821,ZAF
40169300,759,148238,1503,SDN
40169300,760,346,2,SSD
40169300,764,168339,1850,SWE
40169300,767,52852,862,CHE
40169300,77,5567,78,BHS
40169300,770,143878,2372,SUR
40169300,772,61,2,TJK
40169300,776,529239,5637,THA
40169300,780,34306,608,TZA
40169300,788,316,2,TCD
40169300,791,12453,265,CZE
40169300,795,224,2,TLS
40169300,80,1539,13,BHR
40169300,800,1625,23,TGO
40169300,81,17191,246,BGD
40169300,815,80035,985,TTO
40169300,820,20632,231,TUN
40169300,824,4808,24,TKM
40169300,827,135228,3733,TUR
40169300,83,48469,1276,BRB
40169300,831,30184,408,UKR
40169300,833,11062,269,UGA
40169300,845,1743065,32783,URY
40169300,847,18920,979,UZB
40169300,85,1188,20,BLR
40169300,850,704461,9461,VEN
40169300,858,68331,1142,VNM
40169300,87,532133,7319,BEL
40169300,870,684,6,FJI
40169300,88,23592,368,BLZ
40169300,888,28782,1005,COD
40169300,890,42954,1111,ZMB
40169300,93,6735,112,MMR
40169300,97,1348101,19426,BOL
40169300,99,135,4,BES
40169400,158,7168,750,CHL
40169400,245,234,23,ESP
40169400,275,117,22,FRA
40169400,317,2259,30,GTM
40169400,476,397,4,MHL
40169400,493,215,9,MEX
40169400,586,736,162,PRY
40169400,756,3173,8,ZAF
40169400,827,260,20,TUR
40169400,890,4,2,ZMB
40169400,90,468,30,BMU
40169510,149,17928,85,CAN
40169510,23,124277,116,DEU
40169510,232,2700,12,DNK
40169510,249,1518569,3564,USA
40169510,275,322676,426,FRA
40169510,281,1426,2,GAB
40169510,365,2884,92,IDN
40169510,375,14431,50,IRL
40169510,40,97,3,AGO
40169510,434,47,4,LBR
40169510,493,58469,173,MEX
40169510,607,65222,316,PRT
40169510,628,327476,361,GBR
40169510,63,907,47,ARG
40169510,791,13037,48,CZE
40169510,87,13037,48,BEL
40169590,127,882,77,CPV
40169590,149,1304,103,CAN
40169590,158,96580,6537,CHL
40169590,160,6554,168,CHN
40169590,169,59456,3589,COL
40169590,177,7539,294,COG
40169590,193,26,171,CIV
40169590,196,28172,1146,CRI
40169590,199,120,63,CUB
40169590,23,50783,890,DEU
40169590,239,67882,4361,ECU
40169590,240,66553,832,EGY
40169590,244,3585,86,ARE
40169590,245,23412,338,ESP
40169590,246,78,8,SVN
40169590,249,92958,5077,USA
40169590,253,300,116,ETH
40169590,267,169,370,PHL
40169590,275,886,50,FRA
40169590,301,268,2,GRC
40169590,317,16398,1437,GTM
40169590,337,734,19,GUY
40169590,341,1957,33,HTI
40169590,345,20602,1726,HND
40169590,357,949,25,YEM
40169590,361,12599,170,IND
40169590,365,13324,692,IDN
40169590,386,8137,396,ITA
40169590,399,12367,424,JPN
40169590,40,2178,114,AGO
40169590,403,5,1,JOR
40169590,445,96,3,LUX
40169590,455,2639,186,MYS
40169590,474,29,5,MAR
40169590,485,323,2,MUS
40169590,493,144028,9293,MEX
40169590,521,4786,306,NIC
40169590,53,4745,119,SAU
40169590,573,19,1,NLD
40169590,576,4,28,PAK
40169590,580,4903,387,PAN
40169590,586,93051,5061,PRY
40169590,589,32836,1803,PER
40169590,607,27389,1228,PRT
40169590,611,12662,158,PRI
40169590,628,2041,33,GBR
40169590,63,236935,15534,ARG
40169590,647,14923,792,DOM
40169590,687,8787,762,SLV
40169590,69,655,39,AUS
40169590,72,293,2,AUT
40169590,728,22,196,SEN
40169590,741,65,1,SGP
40169590,756,26145,2219,ZAF
40169590,767,32,6,CHE
40169590,770,214,43,SUR
40169590,776,5711,224,THA
40169590,780,60,11,TZA
40169590,791,1034,17,CZE
40169590,827,81348,2406,TUR
40169590,845,51900,3908,URY
40169590,850,65510,2301,VEN
40169590,858,37,176,VNM
40169590,87,440,25,BEL
40169590,97,88279,4981,BOL
40169910,158,387,17,CHL
40169910,169,4880,51,COL
40169910,196,126,1,CRI
40169910,239,11507,155,ECU
40169910,245,48,5,ESP
40169910,249,60,14,USA
40169910,361,277,1,IND
40169910,386,26,2,ITA
40169910,399,1204,44,JPN
40169910,40,126,12,AGO
40169910,467,141,19,MLT
40169910,493,320,8,MEX
40169910,573,20,5,NLD
40169910,580,127,2,PAN
40169910,586,674,45,PRY
40169910,63,7199,87,ARG
40169910,687,16,3,SLV
40169910,69,10,1,AUS
40169910,845,143,17,URY
40169910,850,3250,25,VEN
40169910,97,369,14,BOL
40169990,101,322,146,BWA
40169990,108,81,1,BRN
40169990,127,6240,228,CPV
40169990,13,114,12,AFG
40169990,137,2874,63,CYM
40169990,141,498,13,KHM
40169990,145,9876,1064,CMR
40169990,149,361177,13058,CAN
40169990,153,4097,93,KAZ
40169990,154,49393,1012,QAT
40169990,158,1164880,50303,CHL
40169990,160,837419,34976,CHN
40169990,161,68644,2853,TWN
40169990,163,987,22,CYP
40169990,169,895326,47258,COL
40169990,17,4513,353,ALB
40169990,177,22657,1955,COG
40169990,190,144131,9174,KOR
40169990,193,7821,327,CIV
40169990,196,575976,21536,CRI
40169990,198,18933,864,KWT
40169990,199,124778,5163,CUB
40169990,200,25620,492,CUW
40169990,229,18517,515,BEN
40169990,23,693406,18620,DEU
40169990,232,49974,2950,DNK
40169990,239,798795,31607,ECU
40169990,240,370444,17564,EGY
40169990,244,171255,5572,ARE
40169990,245,125194,6794,ESP
40169990,246,14126,1269,SVN
40169990,247,213704,5255,SVK
40169990,249,801538,31704,USA
40169990,251,7117,342,EST
40169990,253,2901,259,ETH
40169990,267,10546,1071,PHL
40169990,271,4011,157,FIN
40169990,275,353517,15704,FRA
40169990,281,4342,303,GAB
40169990,289,23545,842,GHA
40169990,291,338,43,GEO
40169990,297,3061,125,GRD
40169990,301,2043,124,GRC
40169990,309,2608,157,GLP
40169990,31,141,17,BFA
40169990,317,703683,23957,GTM
40169990,325,1572,82,GUF
40169990,329,225,8,GIN
40169990,331,46556,1048,GNQ
40169990,337,85801,2915,GUY
40169990,341,7954,372,HTI
40169990,345,319586,12817,HND
40169990,351,205670,8044,HKG
40169990,355,10661,444,HUN
40169990,357,732,16,YEM
40169990,359,15,1,IMN
40169990,361,342807,13234,IND
40169990,365,165556,6838,IDN
40169990,369,2470,105,IRQ
40169990,372,14282,443,IRN
40169990,375,2506,52,IRL
40169990,379,144,5,ISL
40169990,383,2368,122,ISR
40169990,386,522902,28320,ITA
40169990,391,7360,461,JAM
40169990,399,191675,18291,JPN
40169990,40,288281,14640,AGO
40169990,403,24712,1137,JOR
40169990,411,14,1,KIR
40169990,427,398,7,LVA
40169990,43,1226,136,ATG
40169990,431,7666,613,LBN
40169990,434,2655,182,LBR
40169990,438,1128,245,LBY
40169990,442,11015,495,LTU
40169990,445,6559,209,LUX
40169990,450,21,2,MDG
40169990,455,186384,5277,MYS
40169990,458,522,27,MWI
40169990,464,131,8,MLI
40169990,467,3010,219,MLT
40169990,47,10647,231,ANT
40169990,474,20392,999,MAR
40169990,476,2785,189,MHL
40169990,477,673,34,MTQ
40169990,485,20297,1026,MUS
40169990,488,56,28,MRT
40169990,493,1203504,56773,MEX
40169990,494,1167,17,MDA
40169990,498,7527,357,MNE
40169990,505,5709,586,MOZ
40169990,507,1481,53,NAM
40169990,517,387,15,NPL
40169990,521,336073,10646,NIC
40169990,528,33469,2083,NGA
40169990,53,50198,1800,SAU
40169990,538,6516,155,NOR
40169990,542,3752,251,NCL
40169990,545,889,92,PNG
40169990,548,118548,6834,NZL
40169990,551,161,28,VUT
40169990,556,14089,638,OMN
40169990,566,2706,222,UMI
40169990,573,213571,15751,NLD
40169990,576,36671,4833,PAK
40169990,580,295995,13170,PAN
40169990,586,685885,40410,PRY
40169990,589,1065778,41114,PER
40169990,59,21146,1420,DZA
40169990,593,366,17,PCN
40169990,599,14798,322,PYF
40169990,603,77025,3577,POL
40169990,607,127132,7761,PRT
40169990,611,7644,786,PRI
40169990,623,15309,1606,KEN
40169990,628,111858,6091,GBR
40169990,63,1518684,63056,ARG
40169990,64,2605,93,ARM
40169990,640,108,10,CAF
40169990,647,587167,18770,DOM
40169990,65,42652,796,ABW
40169990,660,1283,77,REU
40169990,665,26463,1301,ZWE
40169990,670,125144,3903,ROU
40169990,676,195000,11122,RUS
40169990,687,136445,7427,SLV
40169990,69,285820,14831,AUS
40169990,690,1235,258,WSM
40169990,693,100,4,BLM
40169990,695,29,1,KNA
40169990,698,73,4,ZZZ
40169990,705,127,5,VCT
40169990,715,789,146,LCA
40169990,72,150391,3391,AUT
40169990,728,4080,179,SEN
40169990,731,3833,651,SYC
40169990,737,3375,599,SRB
40169990,741,530551,15460,SGP
40169990,744,2172,154,SYR
40169990,750,498,21,LKA
40169990,754,326,168,SWZ
40169990,756,517631,33333,ZAF
40169990,759,44122,997,SDN
40169990,764,51721,1853,SWE
40169990,767,10493,504,CHE
40169990,77,4089,344,BHS
40169990,770,20156,787,SUR
40169990,776,441550,21168,THA
40169990,780,9877,619,TZA
40169990,791,149840,5453,CZE
40169990,795,123,48,TLS
40169990,80,517,17,BHR
40169990,81,6341,694,BGD
40169990,815,24451,787,TTO
40169990,820,22408,940,TUN
40169990,827,474562,23423,TUR
40169990,83,138649,5764,BRB
40169990,831,24811,2085,UKR
40169990,833,5031,458,UGA
40169990,845,1102119,48530,URY
40169990,847,110134,3236,UZB
40169990,85,398,14,BLR
40169990,850,295641,14579,VEN
40169990,858,140486,8149,VNM
40169990,863,18,3,VGB
40169990,87,526430,17075,BEL
40169990,875,429,30,WLF
40169990,88,4249,115,BLZ
40169990,888,17966,1690,COD
40169990,890,3255,152,ZMB
40169990,90,503,8,BMU
40169990,93,89,4,MMR
40169990,97,422583,15862,BOL
40169990,98,963,10,BIH
40170000,115,30,3,BDI
40170000,149,468,109,CAN
40170000,158,15189,1905,CHL
40170000,160,4710,167,CHN
40170000,169,5250,909,COL
40170000,177,134,10,COG
40170000,190,405,15,KOR
40170000,193,242,4,CIV
40170000,196,1574,329,CRI
40170000,199,1918,129,CUB
40170000,229,346,17,BEN
40170000,23,7018,191,DEU
40170000,239,12345,1608,ECU
40170000,244,673,161,ARE
40170000,245,4000,195,ESP
40170000,247,17515,490,SVK
40170000,249,74856,2319,USA
40170000,253,204,45,ETH
40170000,275,9413,352,FRA
40170000,281,659,8,GAB
40170000,285,142,39,GMB
40170000,289,844,225,GHA
40170000,301,937,50,GRC
40170000,309,59,3,GLP
40170000,317,1646,242,GTM
40170000,331,83,3,GNQ
40170000,337,38,3,GUY
40170000,345,4652,1120,HND
40170000,351,1032,77,HKG
40170000,361,7817,404,IND
40170000,369,159,54,IRQ
40170000,386,17344,589,ITA
40170000,391,1559,322,JAM
40170000,399,279,292,JPN
40170000,40,1249,231,AGO
40170000,434,2256,638,LBR
40170000,438,267,78,LBY
40170000,445,20,9,LUX
40170000,464,43,1,MLI
40170000,476,1696,296,MHL
40170000,485,212,8,MUS
40170000,488,44,26,MRT
40170000,493,38991,2000,MEX
40170000,505,2672,488,MOZ
40170000,521,368,41,NIC
40170000,528,26,7,NGA
40170000,538,400,21,NOR
40170000,542,384,91,NCL
40170000,545,975,195,PNG
40170000,573,977,30,NLD
40170000,580,8679,1786,PAN
40170000,586,54487,5286,PRY
40170000,589,10389,1535,PER
40170000,603,4,2,POL
40170000,607,3862,549,PRT
40170000,623,167,40,KEN
40170000,628,662,8,GBR
40170000,63,72097,4442,ARG
40170000,647,17183,1912,DOM
40170000,665,864,39,ZWE
40170000,670,10,5,ROU
40170000,676,2151,138,RUS
40170000,687,192,5,SLV
40170000,69,1038,109,AUS
40170000,690,279,69,WSM
40170000,72,5309,162,AUT
40170000,741,9772,228,SGP
40170000,750,63,20,LKA
40170000,756,2074,58,ZAF
40170000,759,522,24,SDN
40170000,764,675,5,SWE
40170000,77,756,33,BHS
40170000,776,2214,54,THA
40170000,780,256,71,TZA
40170000,815,367,97,TTO
40170000,83,28,2,BRB
40170000,833,673,8,UGA
40170000,845,24936,4498,URY
40170000,850,1376,47,VEN
40170000,858,40,15,VNM
40170000,87,347,5,BEL
40170000,870,275,89,FJI
40170000,88,128,27,BLZ
40170000,97,13524,2016,BOL
41012000,160,4060369,928973,CHN
41012000,169,22000,52787,COL
41012000,229,353008,93156,BEN
41012000,23,11,127,DEU
41012000,249,31369,13680,USA
41012000,351,7541451,1007573,HKG
41012000,383,164137,145981,ISR
41012000,386,132821,56245,ITA
41012000,434,782,124,LBR
41012000,528,27860,70610,NGA
41012000,580,406,89,PAN
41012000,845,33227,63730,URY
41012000,858,96235,40473,VNM
41015010,141,1344655,3951616,KHM
41015010,149,66218,84035,CAN
41015010,158,348,1840,CHL
41015010,160,1653494,2377238,CHN
41015010,169,39175,216000,COL
41015010,229,26697,70794,BEN
41015010,240,134342,278222,EGY
41015010,245,88584,165080,ESP
41015010,249,30,30,USA
41015010,267,40484,103452,PHL
41015010,289,8112,27100,GHA
41015010,351,595774,834438,HKG
41015010,361,110315,139466,IND
41015010,365,219297,698257,IDN
41015010,379,13000,27539,ISL
41015010,383,789748,1312285,ISR
41015010,386,24968,54792,ITA
41015010,525,14997,44160,NER
41015010,528,9477761,30217562,NGA
41015010,576,5200,28000,PAK
41015010,580,335001,1572370,PAN
41015010,586,1599920,2673329,PRY
41015010,623,27286,116846,KEN
41015010,741,16199,48655,SGP
41015010,756,52532,370007,ZAF
41015010,776,7074491,11390774,THA
41015010,800,1163238,4589021,TGO
41015010,827,4236958,13958222,TUR
41015010,831,6410,16120,UKR
41015010,845,43021,124093,URY
41015010,858,119652,311690,VNM
41015020,160,93028,20764,CHN
41015020,239,2564,1090,ECU
41015020,301,83750,18350,GRC
41015020,351,368982,61440,HKG
41015020,386,1637312,411969,ITA
41015020,399,738,350,JPN
41015020,474,20,12,MAR
41015020,607,11423,3960,PRT
41015020,647,11542,3810,DOM
41015030,827,30122,51500,TUR
41015030,845,8618825,15908343,URY
41019010,365,32408,71301,IDN
41019010,386,52000,48000,ITA
41019010,493,102814,137743,MEX
41019010,528,101485,508504,NGA
41019010,603,23575,24000,POL
41019010,800,38810,166991,TGO
41019010,827,41148,74670,TUR
41019010,845,16215,129768,URY
41019030,160,10228,38001,CHN
41019030,161,13282,22420,TWN
41019030,249,84200,322599,USA
41019030,756,14324,21600,ZAF
41019030,845,1389605,3145491,URY
41032000,169,3500,108,COL
41032000,190,200,21,KOR
41032000,23,57800,1680,DEU
41032000,245,500,54,ESP
41032000,351,7,5,HKG
41032000,399,100,14,JPN
41032000,493,1087725,40716,MEX
41032000,63,182952,5094,ARG
41032000,97,19000,796,BOL
41039000,169,12220,485,COL
41039000,249,554183,77001,USA
41039000,399,50,50,JPN
41041111,160,552770,267676,CHN
41041111,246,289343,125508,SVN
41041111,351,124402,38180,HKG
41041111,386,4090299,2655454,ITA
41041111,399,1589,356,JPN
41041111,455,186,89,MYS
41041111,586,28640,5673,PRY
41041111,607,189552,80440,PRT
41041111,827,48963,21240,TUR
41041111,845,129772,68936,URY
41041111,858,61672,19701,VNM
41041112,160,514625,313277,CHN
41041112,169,13935,11627,COL
41041112,386,820789,129445,ITA
41041113,160,16958,21018,CHN
41041113,161,967009,611199,TWN
41041113,195,598341,83487,HRV
41041113,23,301538,41708,DEU
41041113,245,2033,143,ESP
41041113,361,30637,12129,IND
41041113,386,1401662,280056,ITA
41041113,576,14588,10734,PAK
41041113,607,11272,3548,PRT
41041113,647,1116,154,DOM
41041113,845,40596,9770,URY
41041113,98,133057,23681,BIH
41041114,141,378330,322130,KHM
41041114,149,194992,90863,CAN
41041114,158,123723,83263,CHL
41041114,160,440088132,240398895,CHN
41041114,161,35828707,18092354,TWN
41041114,169,4145252,2428221,COL
41041114,187,57153,64103,PRK
41041114,190,11048254,5095255,KOR
41041114,195,23663,23165,HRV
41041114,23,1244397,508683,DEU
41041114,232,74800,65110,DNK
41041114,235,178932,88651,DMA
41041114,239,1204398,480837,ECU
41041114,240,400458,111194,EGY
41041114,245,3036858,1440379,ESP
41041114,246,114600,61280,SVN
41041114,249,1921310,993715,USA
41041114,251,344211,358885,EST
41041114,267,169208,148636,PHL
41041114,301,197816,136477,GRC
41041114,317,239615,148195,GTM
41041114,351,61722739,30457743,HKG
41041114,361,59552856,57280387,IND
41041114,365,1215906,910503,IDN
41041114,383,79640,34212,ISR
41041114,386,447392487,261532207,ITA
41041114,399,475329,193774,JPN
41041114,431,118676,110063,LBN
41041114,447,10302618,7793004,MAC
41041114,493,2242331,1008987,MEX
41041114,507,27715,27850,NAM
41041114,53,324498,210730,SAU
41041114,573,678595,431860,NLD
41041114,576,740974,441722,PAK
41041114,580,24705,25102,PAN
41041114,586,12802087,6025157,PRY
41041114,589,166227,132833,PER
41041114,59,469952,260280,DZA
41041114,603,1115993,338271,POL
41041114,607,11045416,5510851,PRT
41041114,623,239952,56178,KEN
41041114,628,1945183,1267093,GBR
41041114,63,297819,171168,ARG
41041114,64,41011,39367,ARM
41041114,647,31549639,14190114,DOM
41041114,665,300,476,ZWE
41041114,670,55478,35338,ROU
41041114,676,484440,485991,RUS
41041114,687,23536,22668,SLV
41041114,741,392923,246419,SGP
41041114,750,140332,113898,LKA
41041114,756,835843,693922,ZAF
41041114,767,132943,109907,CHE
41041114,776,65603426,32008143,THA
41041114,780,67827,81997,TZA
41041114,791,146367,79234,CZE
41041114,81,660973,668137,BGD
41041114,820,18474,42016,TUN
41041114,827,2752681,2396781,TUR
41041114,845,17913514,10011266,URY
41041114,858,95799279,44512056,VNM
41041114,863,4058910,2384662,VGB
41041114,97,20877,28817,BOL
41041119,160,124573,139805,CHN
41041119,245,22732,20563,ESP
41041119,386,290289,261732,ITA
41041119,607,4638,1524,PRT
41041121,160,3774035,830832,CHN
41041121,23,9593,1670,DEU
41041121,351,148850,40201,HKG
41041121,361,69680,14926,IND
41041121,386,3535642,740147,ITA
41041121,858,1721496,340528,VNM
41041122,160,990793,396180,CHN
41041122,245,596210,209470,ESP
41041122,351,199638,76730,HKG
41041122,386,42161,20258,ITA
41041122,607,517219,174090,PRT
41041123,160,220911,121100,CHN
41041123,195,36648,26609,HRV
41041123,386,1176339,338840,ITA
41041123,493,33857,20318,MEX
41041123,607,35809,14998,PRT
41041124,149,24734,18695,CAN
