NCM,CO_PAIS,vl_fob_total,kg_liq_total,ISO3
40129010,239,17881,1881,ECU
40129010,240,6197,1286,EGY
40129010,244,3941,665,ARE
40129010,245,5686,2329,ESP
40129010,246,287,91,SVN
40129010,249,152533,24005,USA
40129010,253,45394,5354,ETH
40129010,267,6412,711,PHL
40129010,275,2955,575,FRA
40129010,281,7788,1098,GAB
40129010,289,8508,860,GHA
40129010,31,2428,261,BFA
40129010,317,38055,6382,GTM
40129010,331,9506,1099,GNQ
40129010,337,1558,202,GUY
40129010,345,10579,1365,HND
40129010,357,4527,879,YEM
40129010,361,17044,1150,IND
40129010,40,1881,385,AGO
40129010,403,2218,407,JOR
40129010,431,2926,582,LBN
40129010,434,1861,184,LBR
40129010,450,5232,762,MDG
40129010,455,6023,750,MYS
40129010,458,1010,213,MWI
40129010,474,8384,883,MAR
40129010,485,529,37,MUS
40129010,493,60218,8501,MEX
40129010,505,203,43,MOZ
40129010,517,17826,1209,NPL
40129010,521,1068,206,NIC
40129010,53,33237,5989,SAU
40129010,542,15,2,NCL
40129010,556,9077,1307,OMN
40129010,573,21355,3113,NLD
40129010,576,22,2,PAK
40129010,580,1760,288,PAN
40129010,586,222223,30496,PRY
40129010,589,117946,16223,PER
40129010,59,5800,887,DZA
40129010,611,747,399,PRI
40129010,623,11651,1351,KEN
40129010,63,150353,41854,ARG
40129010,647,26351,5306,DOM
40129010,65,660,54,ABW
40129010,660,371,54,REU
40129010,665,407,87,ZWE
40129010,687,4142,768,SLV
40129010,728,28380,3247,SEN
40129010,741,11000,1250,SGP
40129010,750,4313,349,LKA
40129010,756,40138,6752,ZAF
40129010,767,1790,255,CHE
40129010,77,13,4,BHS
40129010,770,669,85,SUR
40129010,780,1742,261,TZA
40129010,783,1493,278,DJI
40129010,80,16547,2878,BHR
40129010,815,2934,326,TTO
40129010,820,11051,1198,TUN
40129010,833,32675,4043,UGA
40129010,845,31143,4020,URY
40129010,850,6626,577,VEN
40129010,858,176,13,VNM
40129010,87,494,70,BEL
40129010,88,217,31,BLZ
40129010,888,2930,293,COD
40129010,890,6363,1039,ZMB
40129010,97,123064,15213,BOL
40129090,149,6459676,1980807,CAN
40129090,158,38726720,11883688,CHL
40129090,160,39469,21074,CHN
40129090,169,40787468,13192391,COL
40129090,196,4391658,1558474,CRI
40129090,198,71186,17184,KWT
40129090,199,1364664,402362,CUB
40129090,23,4533913,1805984,DEU
40129090,239,25357258,7636377,ECU
40129090,240,10468,3610,EGY
40129090,244,1368669,472473,ARE
40129090,245,15286017,6124217,ESP
40129090,246,13214935,5187430,SVN
40129090,249,16760534,5139770,USA
40129090,253,87807,36589,ETH
40129090,267,4347,1089,PHL
40129090,275,105112,42405,FRA
40129090,301,729050,191587,GRC
40129090,317,8808481,3353812,GTM
40129090,345,3733596,1469566,HND
40129090,351,32675,9803,HKG
40129090,355,120172,33588,HUN
40129090,361,48713,21093,IND
40129090,365,90814,24576,IDN
40129090,375,92344,32260,IRL
40129090,379,316309,84298,ISL
40129090,383,1887986,520521,ISR
40129090,386,2926050,943908,ITA
40129090,391,460303,193545,JAM
40129090,399,946260,343254,JPN
40129090,40,924,307,AGO
40129090,47,77257,23341,ANT
40129090,474,240449,87005,MAR
40129090,493,22306005,8070249,MEX
40129090,494,18,5,MDA
40129090,505,118359,52899,MOZ
40129090,521,159327,56469,NIC
40129090,53,324719,118665,SAU
40129090,542,184171,55992,NCL
40129090,545,40344,14777,PNG
40129090,548,12259280,3595351,NZL
40129090,573,1334450,456304,NLD
40129090,580,1174739,321414,PAN
40129090,586,12929569,4189517,PRY
40129090,589,18883920,5397045,PER
40129090,603,267425,86921,POL
40129090,607,176350,66794,PRT
40129090,611,1946003,738966,PRI
40129090,623,3828919,1544788,KEN
40129090,628,3371617,1220107,GBR
40129090,63,64104438,19919228,ARG
40129090,647,286285,94362,DOM
40129090,670,556918,156623,ROU
40129090,676,238959,87485,RUS
40129090,687,3973480,1539680,SLV
40129090,69,16702336,5548364,AUS
40129090,72,29572,10958,AUT
40129090,737,106585,33225,SRB
40129090,741,277749,67318,SGP
40129090,750,11757,3636,LKA
40129090,756,1662451,608621,ZAF
40129090,759,603780,232579,SDN
40129090,776,537241,185307,THA
40129090,780,6102500,2192759,TZA
40129090,791,885267,250119,CZE
40129090,80,26805,5963,BHR
40129090,815,75101,25982,TTO
40129090,827,9159420,3285494,TUR
40129090,831,1439106,557442,UKR
40129090,833,219750,94342,UGA
40129090,845,24674464,6890755,URY
40129090,850,618746,211379,VEN
40129090,87,856505,269292,BEL
40129090,97,12712497,3820954,BOL
40131010,169,36,1,COL
40131010,196,15,2,CRI
40131010,240,986,66,EGY
40131010,249,676,70,USA
40131010,331,80,5,GNQ
40131010,40,1222,80,AGO
40131010,580,180,8,PAN
40131010,586,782,9,PRY
40131010,589,200,18,PER
40131010,850,1294,14,VEN
40131010,87,728,71,BEL
40131090,111,343,159,BGR
40131090,115,3296,377,BDI
40131090,141,510,97,KHM
40131090,153,426,32,KAZ
40131090,154,12886,1432,QAT
40131090,158,111564,18761,CHL
40131090,160,5370,804,CHN
40131090,169,37088,8187,COL
40131090,190,2089,256,KOR
40131090,195,784,64,HRV
40131090,196,5540,690,CRI
40131090,198,18464,2042,KWT
40131090,199,15952,2722,CUB
40131090,23,4091,185,DEU
40131090,239,345,42,ECU
40131090,240,20524,2631,EGY
40131090,244,9124,820,ARE
40131090,245,927,316,ESP
40131090,249,15219,1374,USA
40131090,253,1515,181,ETH
40131090,267,1950,361,PHL
40131090,289,7900,987,GHA
40131090,31,590,110,BFA
40131090,331,18906,1250,GNQ
40131090,337,6297,748,GUY
40131090,345,23299,2008,HND
40131090,351,661,30,HKG
40131090,357,7794,866,YEM
40131090,386,217,96,ITA
40131090,399,165,10,JPN
40131090,40,79855,7053,AGO
40131090,403,6858,762,JOR
40131090,431,2469,274,LBN
40131090,434,645,32,LBR
40131090,450,328,44,MDG
40131090,467,1646,103,MLT
40131090,476,7512,440,MHL
40131090,493,1697,285,MEX
40131090,505,84,5,MOZ
40131090,517,7658,1451,NPL
40131090,521,1333,93,NIC
40131090,53,55419,5658,SAU
40131090,538,229,24,NOR
40131090,556,15347,2097,OMN
40131090,573,14363,1523,NLD
40131090,576,1964,157,PAK
40131090,580,11184,1305,PAN
40131090,586,795444,118347,PRY
40131090,589,196108,23948,PER
40131090,623,9554,1320,KEN
40131090,63,367867,64055,ARG
40131090,647,22262,3263,DOM
40131090,65,540,95,ABW
40131090,660,263,42,REU
40131090,676,2318,202,RUS
40131090,69,279,21,AUS
40131090,728,10886,2028,SEN
40131090,750,1299,144,LKA
40131090,756,13167,1519,ZAF
40131090,764,10,1,SWE
40131090,767,1094,147,CHE
40131090,770,4833,663,SUR
40131090,776,131,12,THA
40131090,783,2809,349,DJI
40131090,80,30646,3710,BHR
40131090,833,23435,2658,UGA
40131090,845,100630,16173,URY
40131090,85,204,16,BLR
40131090,850,26484,2420,VEN
40131090,858,75,14,VNM
40131090,87,10544,963,BEL
40131090,88,2240,286,BLZ
40131090,890,1556,91,ZMB
40131090,97,520742,76022,BOL
40132000,111,150,20,BGR
40132000,158,2508,324,CHL
40132000,160,3,2,CHN
40132000,161,55,7,TWN
40132000,163,278,90,CYP
40132000,169,403,28,COL
40132000,199,74,8,CUB
40132000,23,2705,342,DEU
40132000,232,169,36,DNK
40132000,267,181,10,PHL
40132000,275,37,4,FRA
40132000,301,726,96,GRC
40132000,317,3701,180,GTM
40132000,351,387,56,HKG
40132000,361,20,2,IND
40132000,386,20,1,ITA
40132000,399,98,21,JPN
40132000,434,1532,211,LBR
40132000,467,321,62,MLT
40132000,476,1975,360,MHL
40132000,538,145,26,NOR
40132000,580,3294,790,PAN
40132000,586,8131,954,PRY
40132000,607,41,8,PRT
40132000,628,112,35,GBR
40132000,63,1287,236,ARG
40132000,741,1655,484,SGP
40132000,77,810,71,BHS
40132000,80,102,7,BHR
40132000,827,59,15,TUR
40132000,83,36,10,BRB
40132000,845,512,42,URY
40132000,858,18,10,VNM
40132000,97,737,248,BOL
40139000,111,2833,798,BGR
40139000,141,2832,174,KHM
40139000,145,110,24,CMR
40139000,149,8512,2128,CAN
40139000,158,125401,32672,CHL
40139000,160,28745,2683,CHN
40139000,163,5616,3604,CYP
40139000,169,167943,19128,COL
40139000,177,1167,66,COG
40139000,190,43874,2205,KOR
40139000,196,90233,17570,CRI
40139000,199,34381,2549,CUB
40139000,229,1332,122,BEN
40139000,23,14122,3837,DEU
40139000,239,173632,67722,ECU
40139000,240,151,16,EGY
40139000,244,534,33,ARE
40139000,249,248695,15042,USA
40139000,253,1531,203,ETH
40139000,267,204,36,PHL
40139000,271,5106,2842,FIN
40139000,275,7518,672,FRA
40139000,289,652,27,GHA
40139000,301,284,780,GRC
40139000,317,65452,9768,GTM
40139000,331,9980,487,GNQ
40139000,337,16979,1971,GUY
40139000,341,33269,5219,HTI
40139000,345,19136,2819,HND
40139000,351,28,5,HKG
40139000,355,12,1,HUN
40139000,361,17881,4931,IND
40139000,369,24,3,IRQ
40139000,375,1009,198,IRL
40139000,386,482580,28484,ITA
40139000,391,353,14,JAM
40139000,399,8782,1004,JPN
40139000,40,219310,17422,AGO
40139000,403,9,1,JOR
40139000,427,12779,8887,LVA
40139000,431,9,1,LBN
40139000,434,706,97,LBR
40139000,442,466,39,LTU
40139000,458,9881,1032,MWI
40139000,464,139,160,MLI
40139000,467,52,26,MLT
40139000,474,1700,350,MAR
40139000,476,348,65,MHL
40139000,485,197,15,MUS
40139000,493,42795,8237,MEX
40139000,505,1133,60,MOZ
40139000,507,926,52,NAM
40139000,521,4755,538,NIC
40139000,528,72,5,NGA
40139000,538,17,1,NOR
40139000,542,47,3,NCL
40139000,573,357,18,NLD
40139000,580,24543,2912,PAN
40139000,586,783734,184445,PRY
40139000,589,135850,24356,PER
40139000,603,10396,491,POL
40139000,607,138491,10449,PRT
40139000,611,2609,199,PRI
40139000,628,191685,12733,GBR
40139000,63,2383494,400775,ARG
40139000,647,19930,947,DOM
40139000,665,576,40,ZWE
40139000,676,61,4,RUS
40139000,687,149,19,SLV
40139000,69,38032,6010,AUS
40139000,690,120,15,WSM
40139000,720,148,14,STP
40139000,737,176,36,SRB
40139000,741,153,30,SGP
40139000,756,8107,461,ZAF
40139000,759,1209,85,SDN
40139000,764,44310,18636,SWE
40139000,767,3536,569,CHE
40139000,770,549,77,SUR
40139000,772,43,2,TJK
40139000,776,88,11,THA
40139000,815,177,13,TTO
40139000,827,11002,1133,TUR
40139000,833,102,10,UGA
40139000,845,148320,31647,URY
40139000,85,263,25,BLR
40139000,850,24891,7868,VEN
40139000,858,73,6,VNM
40139000,87,9827,5123,BEL
40139000,88,8732,893,BLZ
40139000,888,11954,449,COD
40139000,890,2919,257,ZMB
40139000,97,492105,102808,BOL
40141000,127,1778,101,CPV
40141000,158,21,2,CHL
40141000,232,50,2,DNK
40141000,249,10552,211,USA
40141000,267,31,4,PHL
40141000,281,29,5,GAB
40141000,301,37,4,GRC
40141000,331,2156,33,GNQ
40141000,337,659,34,GUY
40141000,351,92,19,HKG
40141000,399,38,1,JPN
40141000,40,27,9,AGO
40141000,43,82,2,ATG
40141000,434,1016,119,LBR
40141000,455,26,2,MYS
40141000,467,284,36,MLT
40141000,476,833,86,MHL
40141000,53,46,8,SAU
40141000,538,60,26,NOR
40141000,580,875,127,PAN
40141000,586,9701,175,PRY
40141000,63,165,2,ARG
40141000,741,306,39,SGP
40141000,767,21,4,CHE
40141000,77,309,30,BHS
40141000,83,31,4,BRB
40141000,850,882,27,VEN
40141000,88,16,2,BLZ
40149010,158,4170,71,CHL
40149010,169,288,5,COL
40149010,190,115,33,KOR
40149010,239,39,44,ECU
40149010,301,825,41,GRC
40149010,317,16829,863,GTM
40149010,345,5702,74,HND
40149010,351,96,1,HKG
40149010,359,48,1,IMN
40149010,361,24,2,IND
40149010,383,14,45,ISR
40149010,386,58,1,ITA
40149010,399,93,6,JPN
40149010,40,82,46,AGO
40149010,434,482,11,LBR
40149010,467,342,3,MLT
40149010,476,79,4,MHL
40149010,528,250,30,NGA
40149010,538,70,3,NOR
40149010,573,148,3,NLD
40149010,580,729,20,PAN
40149010,586,9044,258,PRY
40149010,589,1911,36,PER
40149010,607,445,47,PRT
40149010,63,196,9,ARG
40149010,647,1193,15,DOM
40149010,741,94,2,SGP
40149010,767,127,23,CHE
40149010,77,57,2,BHS
40149010,83,66,1,BRB
40149010,845,682,23,URY
40149010,850,98,2,VEN
40149010,88,27,2,BLZ
40149010,97,4298,187,BOL
40149090,127,38,6,CPV
40149090,149,6585,160,CAN
40149090,158,2025,69,CHL
40149090,161,86,60,TWN
40149090,169,29817,2017,COL
40149090,196,918,28,CRI
40149090,23,1456,39,DEU
40149090,239,15278,392,ECU
40149090,245,567,16,ESP
40149090,249,191124,4307,USA
40149090,275,48,1,FRA
40149090,317,26033,956,GTM
40149090,337,77,6,GUY
40149090,345,2223,71,HND
40149090,365,18788,722,IDN
40149090,383,102889,7018,ISR
40149090,386,38160,1303,ITA
40149090,40,673,62,AGO
40149090,431,13,6,LBN
40149090,434,53,12,LBR
40149090,438,161,23,LBY
40149090,505,1,1,MOZ
40149090,580,13,5,PAN
40149090,586,20565,866,PRY
40149090,589,1750,46,PER
40149090,607,720,46,PRT
40149090,63,654069,35848,ARG
40149090,647,17958,491,DOM
40149090,741,245314,15260,SGP
40149090,767,63,1,CHE
40149090,845,69145,2199,URY
40149090,850,28559,1236,VEN
40149090,97,11399,916,BOL
40151100,163,264,64,CYP
40151100,190,65,15,KOR
40151100,244,10,12,ARE
40151100,267,3,6,PHL
40151100,301,114,7,GRC
40151100,351,591,22,HKG
40151100,386,118,12,ITA
40151100,399,3,2,JPN
40151100,40,26,4,AGO
40151100,43,8,5,ATG
40151100,434,299,44,LBR
40151100,467,172,32,MLT
40151100,476,646,61,MHL
40151100,538,262,51,NOR
40151100,573,31,5,NLD
40151100,580,1544,82,PAN
40151100,607,59,1,PRT
40151100,628,354,10,GBR
40151100,741,795,27,SGP
40151100,77,13,2,BHS
40151100,827,70,10,TUR
40151100,90,59,1,BMU
40151200,163,69,37,CYP
40151200,177,38,10,COG
40151200,249,6,1,USA
40151200,301,8,5,GRC
40151200,351,18,15,HKG
40151200,386,15,5,ITA
40151200,40,36,3,AGO
40151200,43,3,5,ATG
40151200,434,535,253,LBR
40151200,467,212,172,MLT
40151200,476,608,588,MHL
40151200,538,7,4,NOR
40151200,573,137,18,NLD
40151200,580,153,72,PAN
40151200,586,11855,1285,PRY
40151200,607,18,8,PRT
40151200,628,2,2,GBR
40151200,741,149,66,SGP
40151200,77,49,24,BHS
40151200,805,9,9,TKL
40151200,827,202,23,TUR
40151900,105,91,330,BRA
40151900,111,8,3,BGR
40151900,127,572,46,CPV
40151900,137,401,19,CYM
40151900,145,2376,183,CMR
40151900,149,197,5,CAN
40151900,154,133,12,QAT
40151900,158,22791,590,CHL
40151900,160,1762,281,CHN
40151900,163,4918,1540,CYP
40151900,169,105412,2167,COL
40151900,177,567,100,COG
40151900,183,90,3,COK
40151900,190,149,15,KOR
40151900,193,1685,167,CIV
40151900,195,21,3,HRV
40151900,196,68646,1227,CRI
40151900,199,3252,168,CUB
40151900,200,27,20,CUW
40151900,229,89,3,BEN
40151900,23,470,40,DEU
40151900,232,2819,650,DNK
40151900,239,1242,50,ECU
40151900,240,11,2,EGY
40151900,244,223,58,ARE
40151900,245,268,61,ESP
40151900,247,103,2,SVK
40151900,249,11231,601,USA
40151900,267,1409,269,PHL
40151900,271,702,24,FIN
40151900,275,395,168,FRA
40151900,281,8,1,GAB
40151900,285,219,26,GMB
40151900,289,6035,741,GHA
40151900,293,12,10,GIB
40151900,301,4357,1616,GRC
40151900,317,10417,257,GTM
40151900,325,6028,224,GUF
40151900,331,28599,916,GNQ
40151900,334,962,333,GNB
40151900,337,659,37,GUY
40151900,341,1267,98,HTI
40151900,345,506,101,HND
40151900,351,8250,2231,HKG
40151900,359,88,8,IMN
40151900,361,339,223,IND
40151900,386,838,214,ITA
40151900,391,222,46,JAM
40151900,399,480,32,JPN
40151900,40,29133,2489,AGO
40151900,43,547,41,ATG
40151900,431,273,38,LBN
40151900,434,26985,4603,LBR
40151900,438,287,57,LBY
40151900,442,39,1,LTU
40151900,445,204,145,LUX
40151900,455,1876,348,MYS
40151900,467,7055,2401,MLT
40151900,474,66,3,MAR
40151900,476,25890,5664,MHL
40151900,493,16789,459,MEX
40151900,497,49,1,MNG
40151900,498,113,6,MNE
40151900,505,3553,169,MOZ
40151900,521,2348,103,NIC
40151900,528,124,148,NGA
40151900,53,95,5,SAU
40151900,538,10358,1981,NOR
40151900,548,19178,218,NZL
40151900,551,20,17,VUT
40151900,573,1732,94,NLD
40151900,576,89,1,PAK
40151900,580,66533,4172,PAN
40151900,586,113517,8002,PRY
40151900,589,37062,686,PER
40151900,603,306,273,POL
40151900,607,1689,417,PRT
40151900,611,6994,776,PRI
40151900,625,47,1,KGZ
40151900,628,952,454,GBR
40151900,63,15821,2253,ARG
40151900,647,13467,1169,DOM
40151900,65,130,2,ABW
40151900,675,48,4,RWA
40151900,69,209,3,AUS
40151900,695,34,50,KNA
40151900,705,33,52,VCT
40151900,731,85,8,SYC
40151900,737,49,1,SRB
40151900,741,9307,1479,SGP
40151900,756,134,6,ZAF
40151900,764,95,3,SWE
40151900,767,2446,59,CHE
40151900,77,5905,1556,BHS
40151900,770,5198,530,SUR
40151900,776,2105,264,THA
40151900,780,56,16,TZA
40151900,791,562,12,CZE
40151900,80,417,46,BHR
40151900,81,455,44,BGD
40151900,815,623,227,TTO
40151900,827,1925,619,TUR
40151900,83,1344,183,BRB
40151900,845,15176,3109,URY
40151900,850,4627,473,VEN
40151900,858,114,4,VNM
40151900,87,322,53,BEL
40151900,88,2275,221,BLZ
40151900,888,11,7,COD
40151900,90,12,12,BMU
40151900,97,28619,1649,BOL
40159000,137,50,32,CYM
40159000,145,621,23,CMR
40159000,149,5711,35,CAN
40159000,154,840,7,QAT
40159000,158,138096,2172,CHL
40159000,160,3823,63,CHN
40159000,161,47,1,TWN
40159000,163,3352,201,CYP
40159000,169,34450,495,COL
40159000,190,34261,235,KOR
40159000,193,316,22,CIV
40159000,196,3784,130,CRI
40159000,198,318,17,KWT
40159000,199,1466,48,CUB
40159000,23,67463,721,DEU
40159000,232,1099,101,DNK
40159000,239,12189,230,ECU
40159000,244,2713,31,ARE
40159000,245,7906,133,ESP
40159000,247,126,4,SVK
40159000,249,126269,1122,USA
40159000,267,50,4,PHL
40159000,275,7314,69,FRA
40159000,281,34,1,GAB
40159000,289,850,67,GHA
40159000,301,5242,586,GRC
40159000,317,4639,180,GTM
40159000,331,3684,72,GNQ
40159000,345,587,7,HND
40159000,351,10642,253,HKG
40159000,355,4808,47,HUN
40159000,359,152,3,IMN
40159000,361,3170,124,IND
40159000,365,3510,31,IDN
40159000,383,3463,162,ISR
40159000,386,736,11,ITA
40159000,399,777,88,JPN
40159000,40,12612,250,AGO
40159000,403,44,1,JOR
40159000,43,942,33,ATG
40159000,434,12335,553,LBR
40159000,442,80,1,LTU
40159000,455,14,1,MYS
40159000,467,7202,89,MLT
40159000,476,22010,479,MHL
40159000,493,5496,230,MEX
40159000,505,24,1,MOZ
40159000,507,292,8,NAM
40159000,53,22461,150,SAU
40159000,538,418,35,NOR
40159000,548,528,4,NZL
40159000,551,4,14,VUT
40159000,556,89,3,OMN
40159000,573,24,3,NLD
40159000,580,23939,657,PAN
40159000,586,66405,2196,PRY
40159000,589,12047,421,PER
40159000,59,1248,20,DZA
40159000,599,2207,13,PYF
40159000,603,11506,72,POL
40159000,607,24020,372,PRT
40159000,611,830,25,PRI
40159000,623,261,2,KEN
40159000,628,51868,513,GBR
40159000,63,43464,1151,ARG
40159000,647,2549,92,DOM
40159000,65,57,1,ABW
40159000,676,12,5,RUS
40159000,687,15060,159,SLV
40159000,69,1453,22,AUS
40159000,695,80,2,KNA
40159000,741,4205,197,SGP
40159000,756,6160,59,ZAF
40159000,767,41,2,CHE
40159000,77,1615,91,BHS
40159000,776,412,5,THA
40159000,791,7695,143,CZE
40159000,80,5326,32,BHR
40159000,815,93,3,TTO
40159000,83,1982,54,BRB
40159000,845,11389,418,URY
40159000,85,3640,45,BLR
40159000,850,976,30,VEN
40159000,87,1226,15,BEL
40159000,97,55832,1260,BOL
40161010,149,313,21,CAN
40161010,154,72,2,QAT
40161010,158,67424,3082,CHL
40161010,160,4645,277,CHN
40161010,169,90390,4024,COL
40161010,177,354,24,COG
40161010,190,2192,130,KOR
40161010,196,11320,826,CRI
40161010,198,191,4,KWT
40161010,199,747,24,CUB
40161010,229,14,1,BEN
40161010,23,17923,1360,DEU
40161010,232,1420,120,DNK
40161010,239,43233,2365,ECU
40161010,240,2918,59,EGY
40161010,244,1171,83,ARE
40161010,245,1065,64,ESP
40161010,249,43538,1447,USA
40161010,271,28,1,FIN
40161010,275,31621,1730,FRA
40161010,289,2463,94,GHA
40161010,309,51,5,GLP
40161010,317,9195,617,GTM
40161010,325,47,3,GUF
40161010,331,164,3,GNQ
40161010,337,16,1,GUY
40161010,345,526,25,HND
40161010,361,5363,259,IND
40161010,365,4485,139,IDN
40161010,372,1580,20,IRN
40161010,386,8538,1086,ITA
40161010,391,4,1,JAM
40161010,399,7645,331,JPN
40161010,40,9045,304,AGO
40161010,403,217,6,JOR
40161010,43,25,3,ATG
40161010,455,252,30,MYS
40161010,474,41,12,MAR
40161010,485,106,8,MUS
40161010,493,74548,5091,MEX
40161010,498,296,16,MNE
40161010,505,26,1,MOZ
40161010,521,6202,410,NIC
40161010,528,73,24,NGA
40161010,53,662,22,SAU
40161010,573,359,11,NLD
40161010,576,286,18,PAK
40161010,580,5972,237,PAN
40161010,586,38317,1689,PRY
40161010,589,43564,2153,PER
40161010,59,375,14,DZA
40161010,607,299,47,PRT
40161010,628,1825,146,GBR
40161010,63,127524,5689,ARG
40161010,647,3465,171,DOM
40161010,65,14,3,ABW
40161010,660,149,9,REU
40161010,665,28,4,ZWE
40161010,670,1577,44,ROU
40161010,676,1640,63,RUS
40161010,687,1683,86,SLV
40161010,69,6457,255,AUS
40161010,728,5,2,SEN
40161010,741,493,16,SGP
40161010,756,19188,1276,ZAF
40161010,759,1331,52,SDN
40161010,764,1834,64,SWE
40161010,767,12,1,CHE
40161010,770,207,9,SUR
40161010,776,3216,125,THA
40161010,791,92,24,CZE
40161010,827,1825,70,TUR
40161010,831,30,8,UKR
40161010,845,102564,6284,URY
40161010,847,2968,118,UZB
40161010,850,4608,254,VEN
40161010,858,639,57,VNM
40161010,87,7097,187,BEL
40161010,88,31,2,BLZ
40161010,888,172,26,COD
40161010,97,22720,953,BOL
40161090,137,42,1,CYM
40161090,141,95,4,KHM
40161090,149,2057,28,CAN
40161090,158,17946,313,CHL
40161090,160,498,23,CHN
40161090,163,232,23,CYP
40161090,169,18324,679,COL
40161090,190,1014,22,KOR
40161090,193,1399,52,CIV
40161090,196,3898,171,CRI
40161090,199,730,31,CUB
40161090,229,251,5,BEN
40161090,23,1202,91,DEU
40161090,232,677,37,DNK
40161090,239,3114,77,ECU
40161090,244,57,7,ARE
40161090,245,1045,24,ESP
40161090,249,24443,391,USA
40161090,275,2882,97,FRA
40161090,289,234,5,GHA
40161090,301,37,7,GRC
40161090,317,6469,268,GTM
40161090,331,3113,26,GNQ
40161090,337,96,8,GUY
40161090,345,303,14,HND
40161090,351,191,8,HKG
40161090,361,186,16,IND
40161090,386,727,24,ITA
40161090,399,142,2,JPN
40161090,40,3034,128,AGO
40161090,43,9,2,ATG
40161090,434,1363,41,LBR
40161090,449,75,1,MKD
40161090,467,373,18,MLT
40161090,476,204,14,MHL
40161090,485,1074,68,MUS
40161090,493,38152,1308,MEX
40161090,505,2396,57,MOZ
40161090,521,2093,87,NIC
40161090,528,72,21,NGA
40161090,53,191,3,SAU
40161090,538,25,2,NOR
40161090,545,301,20,PNG
40161090,548,54,1,NZL
40161090,573,375,16,NLD
40161090,580,2529,137,PAN
40161090,586,16212,578,PRY
40161090,589,16505,450,PER
40161090,603,259,6,POL
40161090,607,441,17,PRT
40161090,611,428,10,PRI
40161090,623,482,30,KEN
40161090,628,1409,25,GBR
40161090,63,30581,1100,ARG
40161090,647,2593,254,DOM
40161090,660,12,1,REU
40161090,670,464,8,ROU
40161090,675,883,20,RWA
40161090,676,44,2,RUS
40161090,687,920,20,SLV
40161090,69,8549,89,AUS
40161090,72,240,4,AUT
40161090,728,220,3,SEN
40161090,741,36,1,SGP
40161090,756,1084,36,ZAF
40161090,764,492,15,SWE
40161090,767,322,7,CHE
40161090,770,986,34,SUR
40161090,776,933,37,THA
40161090,780,12,1,TZA
40161090,81,15,1,BGD
40161090,833,283,8,UGA
40161090,845,10043,351,URY
40161090,850,1701,73,VEN
40161090,858,263,7,VNM
40161090,87,536,8,BEL
40161090,890,133,7,ZMB
40161090,97,8021,305,BOL
40161090,99,67,3,BES
40169100,111,2190,428,BGR
40169100,137,130,20,CYM
40169100,141,120,48,KHM
40169100,158,37931,4348,CHL
40169100,160,148,12,CHN
40169100,163,122,112,CYP
40169100,169,13202,3530,COL
40169100,177,5,5,COG
40169100,196,7367,1217,CRI
40169100,198,5,5,KWT
40169100,23,7614,625,DEU
40169100,239,2009,561,ECU
40169100,244,389,96,ARE
40169100,246,40,9,SVN
40169100,249,17611,1835,USA
40169100,251,368,54,EST
40169100,267,561,83,PHL
40169100,271,215,26,FIN
40169100,275,1511,270,FRA
40169100,301,2814,706,GRC
40169100,309,3100,643,GLP
40169100,317,6334,643,GTM
40169100,325,832,196,GUF
40169100,337,281,67,GUY
40169100,345,1833,140,HND
40169100,351,1753,216,HKG
40169100,355,1135,133,HUN
40169100,359,43,9,IMN
40169100,361,795,187,IND
40169100,365,46,34,IDN
40169100,383,1142,295,ISR
40169100,386,1798,415,ITA
40169100,391,1625,255,JAM
40169100,399,115,10,JPN
40169100,40,4693,699,AGO
40169100,431,736,109,LBN
40169100,434,2143,180,LBR
40169100,438,1396,365,LBY
40169100,449,62,17,MKD
40169100,461,23,17,MDV
40169100,476,7774,611,MHL
40169100,485,2200,491,MUS
40169100,493,8780,1228,MEX
40169100,498,50,14,MNE
40169100,505,3749,573,MOZ
40169100,521,3882,456,NIC
40169100,53,1821,425,SAU
40169100,538,230,34,NOR
40169100,542,207,95,NCL
40169100,548,2605,666,NZL
40169100,573,1499,271,NLD
40169100,580,5529,761,PAN
40169100,586,15322,3194,PRY
40169100,589,23848,3496,PER
40169100,599,49,18,PYF
40169100,607,1435,330,PRT
40169100,628,69,10,GBR
40169100,63,111117,7270,ARG
40169100,647,8635,1886,DOM
40169100,670,230,34,ROU
40169100,687,5639,572,SLV
40169100,69,2026,794,AUS
40169100,705,118,9,VCT
40169100,72,93,24,AUT
40169100,737,1688,343,SRB
40169100,741,161,9,SGP
40169100,750,260,40,LKA
40169100,756,2254,514,ZAF
40169100,767,943,116,CHE
40169100,77,500,33,BHS
40169100,770,1350,235,SUR
40169100,795,293,48,TLS
40169100,80,15,15,BHR
40169100,81,37,8,BGD
40169100,815,20,8,TTO
40169100,831,57,17,UKR
40169100,845,29032,4712,URY
40169100,850,247,29,VEN
40169100,858,130,20,VNM
40169100,87,53,15,BEL
40169100,93,325,50,MMR
40169100,97,4693,911,BOL
40169200,127,402,62,CPV
40169200,145,1,3,CMR
40169200,158,26870,3672,CHL
40169200,163,37,5,CYP
40169200,177,2,1,COG
40169200,190,16,2,KOR
40169200,195,4,6,HRV
40169200,196,3325,436,CRI
40169200,23,2698,360,DEU
40169200,232,1,3,DNK
40169200,239,2816,341,ECU
40169200,245,316,53,ESP
40169200,249,88,5,USA
40169200,267,9,1,PHL
40169200,289,1781,245,GHA
